"","table.x","first_id","desc","category","label","format","year","ISCED_number","ISCED_label","ISCED_desc"
"19837","INDIVIDU","DIPDET","Diplôme détaillé le plus élevé",14,"Ecoles d'ingénieur","Categorical",2017,"750","Master’s or equivalent level, Professional, Not further defined",NA
"19838","INDIVIDU","DIPDET","Diplôme détaillé le plus élevé",15,"DESS, masters professionnels","Categorical",2017,"750","Master’s or equivalent level, Professional, Not further defined",NA
"19839","INDIVIDU","DIPDET","Diplôme détaillé le plus élevé",16,"DEA, Magistères, masters recherche","Categorical",2017,"740","Master’s or equivalent level, Academic, Not further defined",NA
"19840","INDIVIDU","DIPDET","Diplôme détaillé le plus élevé",21,"Maîtrise, MST, Miage, maîtrise IUP","Categorical",2017,"640, 650","Bachelor’s or equivalent level, Academic, Not further defined., Bachelor’s or equivalent level, Professional, Not further defined",NA
"19841","INDIVIDU","DIPDET","Diplôme détaillé le plus élevé",22,"Licence","Categorical",2017,"640","Bachelor’s or equivalent level, Academic, Not further defined",NA
"19842","INDIVIDU","DIPDET","Diplôme détaillé le plus élevé",23,"Licence professionnelle, licence IUP","Categorical",2017,"650","Bachelor’s or equivalent level, Professional, Not further defined",NA
"19843","INDIVIDU","DIPDET","Diplôme détaillé le plus élevé",24,"Autres diplômes supérieures (niveau bac +3 et plus)","Categorical",2017,"640, 650","Bachelor’s or equivalent level, Academic, Not further defined., Bachelor’s or equivalent level, Professional, Not further defined",NA
"19844","INDIVIDU","DIPDET","Diplôme détaillé le plus élevé",31,"DUT","Categorical",2017,"550","Short-cycle tertiary education, Vocational, Not further defined",NA
"19845","INDIVIDU","DIPDET","Diplôme détaillé le plus élevé",32,"BTS","Categorical",2017,"550","Short-cycle tertiary education, Vocational, Not further defined",NA
"19846","INDIVIDU","DIPDET","Diplôme détaillé le plus élevé",33,"Deust, DTS, DNTS, DPECF","Categorical",2017,"550","Short-cycle tertiary education, Vocational, Not further defined",NA
"19847","INDIVIDU","DIPDET","Diplôme détaillé le plus élevé",34,"Diplômes paramédicaux et sociaux (niveau bac +2)","Categorical",2017,"550","Short-cycle tertiary education, Vocational, Not further defined",NA
"19848","INDIVIDU","DIPDET","Diplôme détaillé le plus élevé",35,"Deug","Categorical",2017,"540","Short-cycle tertiary education, General, Not further defined",NA
"19849","INDIVIDU","DIPDET","Diplôme détaillé le plus élevé",36,"Autres diplômes niveau technicien supérieur (niveau bac +2)","Categorical",2017,"540, 550","Short-cycle tertiary education, General, Not further defined., Short-cycle tertiary education, Vocational, Not further defined",NA
"19850","INDIVIDU","DIPDET","Diplôme détaillé le plus élevé",41,"Capacité en droit, DAEU, ESEU","Categorical",2017,"444","Post-secondary non-tertiary education, General, Level completion, with direct access to tertiary education",NA
"19851","INDIVIDU","DIPDET","Diplôme détaillé le plus élevé",42,"Bac général","Categorical",2017,"344","Upper secondary education, General, Level completion, with direct access to tertiary education",NA
"19852","INDIVIDU","DIPDET","Diplôme détaillé le plus élevé",43,"Bac technologique","Categorical",2017,"344","Upper secondary education, General, Level completion, with direct access to tertiary education",NA
"19853","INDIVIDU","DIPDET","Diplôme détaillé le plus élevé",44,"Baccalauréat professionnel","Categorical",2017,"354","Upper secondary education, Vocational, Level completion, with direct access to tertiary education",NA
"19854","INDIVIDU","DIPDET","Diplôme détaillé le plus élevé",45,"Brevet de technicien, brevet professionnel","Categorical",2017,"344, 353","Upper secondary education, General, Level completion, with direct access to tertiary education",NA
"19855","INDIVIDU","DIPDET","Diplôme détaillé le plus élevé",51,"BEP","Categorical",2017,"353","Upper secondary education, Vocational, Level completion, without direct access to tertiary education",NA
"19856","INDIVIDU","DIPDET","Diplôme détaillé le plus élevé",52,"CAP","Categorical",2017,"353","Upper secondary education, Vocational, Level completion, without direct access to tertiary education",NA
"19857","INDIVIDU","DIPDET","Diplôme détaillé le plus élevé",53,"Autres diplômes de niveau CAP-BEP","Categorical",2017,"353","Upper secondary education, Vocational, Level completion, without direct access to tertiary education",NA
"19858","INDIVIDU","DIPDET","Diplôme détaillé le plus élevé",60,"Brevet des collèges","Categorical",2017,"244","Lower secondary education, General, Level completion, with direct access to upper secondary education",NA
"19859","INDIVIDU","DIPDET","Diplôme détaillé le plus élevé",70,"Certificat d'études primaires","Categorical",2017,"100","Primary education, including recognised successful completion of a lower secondary programme insufficient for level completion or partial level completion",NA
"20884","MÉNAGE","DIPLOMCJ","Diplôme détaillé le plus élevé pour le conjoint de la personne de référence",0,"Diplôme non identifié","Categorical",2017,"999","Not elsewhere classified",NA
"20885","MÉNAGE","DIPLOMCJ","Diplôme détaillé le plus élevé pour le conjoint de la personne de référence",11,"Doctorats sauf santé","Categorical",2017,"840","Doctoral or equivalent level, Academic, Not further defined",NA
"20886","MÉNAGE","DIPLOMCJ","Diplôme détaillé le plus élevé pour le conjoint de la personne de référence",12,"Doctorats de santé","Categorical",2017,"750","Master’s or equivalent level, Professional, Not further defined",NA
"20887","MÉNAGE","DIPLOMCJ","Diplôme détaillé le plus élevé pour le conjoint de la personne de référence",13,"Ecoles de commerce","Categorical",2017,"750","Master’s or equivalent level, Professional, Not further defined",NA
"20888","MÉNAGE","DIPLOMCJ","Diplôme détaillé le plus élevé pour le conjoint de la personne de référence",14,"Ecoles d'ingénieur","Categorical",2017,"750","Master’s or equivalent level, Professional, Not further defined",NA
"20889","MÉNAGE","DIPLOMCJ","Diplôme détaillé le plus élevé pour le conjoint de la personne de référence",15,"DESS, masters professionnels","Categorical",2017,"750","Master’s or equivalent level, Professional, Not further defined",NA
"20890","MÉNAGE","DIPLOMCJ","Diplôme détaillé le plus élevé pour le conjoint de la personne de référence",16,"DEA, Magistères, masters recherche","Categorical",2017,"740","Master’s or equivalent level, Academic, Not further defined",NA
"20891","MÉNAGE","DIPLOMCJ","Diplôme détaillé le plus élevé pour le conjoint de la personne de référence",17,"Master non différencié","Categorical",2017,"740","Master’s or equivalent level, Academic, Not further defined",NA
"20892","MÉNAGE","DIPLOMCJ","Diplôme détaillé le plus élevé pour le conjoint de la personne de référence",21,"Maîtrise, MST, Miage, maîtrise IUP","Categorical",2017,"640, 650","Bachelor’s or equivalent level, Academic, Not further defined., Bachelor’s or equivalent level, Professional, Not further defined",NA
"20893","MÉNAGE","DIPLOMCJ","Diplôme détaillé le plus élevé pour le conjoint de la personne de référence",22,"Licence","Categorical",2017,"640","Bachelor’s or equivalent level, Academic, Not further defined",NA
"20894","MÉNAGE","DIPLOMCJ","Diplôme détaillé le plus élevé pour le conjoint de la personne de référence",23,"Licence professionnelle, licence IUP","Categorical",2017,"650","Bachelor’s or equivalent level, Professional, Not further defined",NA
"20895","MÉNAGE","DIPLOMCJ","Diplôme détaillé le plus élevé pour le conjoint de la personne de référence",24,"Autres diplômes supérieures (niveau bac +3 et plus)","Categorical",2017,"640, 650","Bachelor’s or equivalent level, Academic, Not further defined., Bachelor’s or equivalent level, Professional, Not further defined",NA
"20896","MÉNAGE","DIPLOMCJ","Diplôme détaillé le plus élevé pour le conjoint de la personne de référence",31,"DUT","Categorical",2017,"550","Short-cycle tertiary education, Vocational, Not further defined",NA
"20897","MÉNAGE","DIPLOMCJ","Diplôme détaillé le plus élevé pour le conjoint de la personne de référence",32,"BTS","Categorical",2017,"550","Short-cycle tertiary education, Vocational, Not further defined",NA
"20898","MÉNAGE","DIPLOMCJ","Diplôme détaillé le plus élevé pour le conjoint de la personne de référence",33,"Deust, DTS, DNTS, DPECF","Categorical",2017,"550","Short-cycle tertiary education, Vocational, Not further defined",NA
"20899","MÉNAGE","DIPLOMCJ","Diplôme détaillé le plus élevé pour le conjoint de la personne de référence",34,"Diplômes paramédicaux et sociaux (niveau bac +2)","Categorical",2017,"550","Short-cycle tertiary education, Vocational, Not further defined",NA
"20900","MÉNAGE","DIPLOMCJ","Diplôme détaillé le plus élevé pour le conjoint de la personne de référence",35,"Deug","Categorical",2017,"540","Short-cycle tertiary education, General, Not further defined",NA
"20901","MÉNAGE","DIPLOMCJ","Diplôme détaillé le plus élevé pour le conjoint de la personne de référence",36,"Autres diplômes niveau technicien supérieur (niveau bac +2)","Categorical",2017,"540, 550","Short-cycle tertiary education, General, Not further defined., Short-cycle tertiary education, Vocational, Not further defined",NA
"20902","MÉNAGE","DIPLOMCJ","Diplôme détaillé le plus élevé pour le conjoint de la personne de référence",41,"Capacité en droit, DAEU, ESEU","Categorical",2017,"444","Post-secondary non-tertiary education, General, Level completion, with direct access to tertiary education",NA
"20903","MÉNAGE","DIPLOMCJ","Diplôme détaillé le plus élevé pour le conjoint de la personne de référence",42,"Bac général","Categorical",2017,"344","Upper secondary education, General, Level completion, with direct access to tertiary education",NA
"20904","MÉNAGE","DIPLOMCJ","Diplôme détaillé le plus élevé pour le conjoint de la personne de référence",43,"Bac technologique","Categorical",2017,"344","Upper secondary education, General, Level completion, with direct access to tertiary education",NA
"20905","MÉNAGE","DIPLOMCJ","Diplôme détaillé le plus élevé pour le conjoint de la personne de référence",44,"Baccalauréat professionnel","Categorical",2017,"354","Upper secondary education, Vocational, Level completion, with direct access to tertiary education",NA
"20906","MÉNAGE","DIPLOMCJ","Diplôme détaillé le plus élevé pour le conjoint de la personne de référence",45,"Brevet de technicien, brevet professionnel","Categorical",2017,"344, 353","Upper secondary education, General, Level completion, with direct access to tertiary education",NA
"20907","MÉNAGE","DIPLOMCJ","Diplôme détaillé le plus élevé pour le conjoint de la personne de référence",51,"BEP","Categorical",2017,"353","Upper secondary education, Vocational, Level completion, without direct access to tertiary education",NA
"20908","MÉNAGE","DIPLOMCJ","Diplôme détaillé le plus élevé pour le conjoint de la personne de référence",52,"CAP","Categorical",2017,"353","Upper secondary education, Vocational, Level completion, without direct access to tertiary education",NA
"20909","MÉNAGE","DIPLOMCJ","Diplôme détaillé le plus élevé pour le conjoint de la personne de référence",53,"Autres diplômes de niveau CAP-BEP","Categorical",2017,"353","Upper secondary education, Vocational, Level completion, without direct access to tertiary education",NA
"20910","MÉNAGE","DIPLOMCJ","Diplôme détaillé le plus élevé pour le conjoint de la personne de référence",60,"Brevet des collèges","Categorical",2017,"244","Lower secondary education, General, Level completion, with direct access to upper secondary education",NA
"20911","MÉNAGE","DIPLOMCJ","Diplôme détaillé le plus élevé pour le conjoint de la personne de référence",70,"Certificat d'études primaires","Categorical",2017,"100","Primary education, including recognised successful completion of a lower secondary programme insufficient for level completion or partial level completion",NA
